ACCESSION_NUMBER	OWNERSIGNATURENAME	OWNERSIGNATUREDATE
0000042582-25-000011	/s/ Daniel T Young, signing as an attorney-in-fact and agent duly authorized to execute this Form 4 on behalf of Max H Mitchell pursuant to a Power of Attorney dated 07/24/2023, a copy of which has been previously filed with the SEC.	03-OCT-2025
0001390947-25-000002	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0001193125-25-230081	Grace E. Dailey by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0001774788-25-000011	/s/ Justin M. Long	03-OCT-2025
0001544530-25-000003	/s/ William H. Gault by Power of Attorney for John R. Bell	03-OCT-2025
0000950142-25-002676	By: Crestview, L.L.C., the general partner of the Designated Filer, By: /s/ Poojitha Mantha, Chief Compliance Officer	03-OCT-2025
0002075228-25-000005	/s/ Melissa Glass, on behalf of Alina Kerdman, by Power of Attorney	03-OCT-2025
0001732058-25-000006	/s/ Christine Zhang, under Power of Attorney dated June 19, 2025, from Mark Kidd	03-OCT-2025
0000914190-25-000006	/s/ Chris A. Johnson	03-OCT-2025
0001716677-25-000003	/s/ William H. Gault by Power of Attorney for Michael Lennox	03-OCT-2025
0001720348-25-000010	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0001225208-25-008428	By: David R. Goldman, by power of attorney	03-OCT-2025
0001193125-25-230076	Titilope Cole by Joseph B. Wollard, Attorney-in-Fact	03-OCT-2025
0000929638-25-003799	/s/ Jeffrey Tuder	03-OCT-2025
0001140536-25-000004	/s/ Lucy Clarke by Lina Vanessa Jaramillo, Attorney-in-Fact (power of attorney attached)	03-OCT-2025
0001104659-25-096639	/s/ Ori Kravel	03-OCT-2025
0001707351-25-000006	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001684087-25-000004	Caroline Young by /s/ John Hamm as attorney-in-fact	03-OCT-2025
0002013372-25-000011	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0002002473-25-000073	/s/ H. Matthew Crusey, as attorney-in-fact	03-OCT-2025
0001754648-25-000004	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001193125-25-230069	/s/ Cassandra Monteon as attorney-in-fact for Richard Osgood	03-OCT-2025
0001693589-25-000009	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0001823529-25-000221	/s/ Joe Jacumin, by power of attorney	03-OCT-2025
0002079962-25-000002	/s/ Elizabeth Feeney, Attorney-In-Fact	03-OCT-2025
0002066326-25-000007	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001785997-25-000004	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001104659-25-096638	/s/ Edward M. Weil, Jr.	03-OCT-2025
0001283051-25-000004	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001226577-25-000006	/s/ Brian Park, attorney-in-fact for William M. Cook, principal	03-OCT-2025
0001185943-25-000003	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0002039219-25-000003	/s/ Elizabeth Feeney, Attorney-In-Fact	03-OCT-2025
0001198236-25-000004	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0002043271-25-000003	/s/ Tasha Matharu, Attorney-in-Fact	03-OCT-2025
0001087294-25-000008	James Jones by /s/ John Hamm as attorney-in-fact	03-OCT-2025
0001707516-25-000005	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001764485-25-000010	/s/ Justin M. Long, attorney-in-fact	03-OCT-2025
0001230166-25-000004	/s/ Taylor McInerney Jansen, Attorney-in-fact	03-OCT-2025
0001104659-25-096637	/s/ Jesse C. Galloway	03-OCT-2025
0001160193-25-000006	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001517276-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001227246-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001087294-25-000007	A.J. Kazimi by /s/ John Hamm as attorney-in-fact	03-OCT-2025
0001620369-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001450262-25-000005	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001817739-25-000004	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001862897-25-000007	/s/ John Vaughan, Attorney-in-Fact	03-OCT-2025
0001882641-25-000007	/s/ Elizabeth S. Campbell	03-OCT-2025
0001616172-25-000008	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001561550-25-000294	/s/ Kerry Acocella, Attorney-in-Fact	03-OCT-2025
0001912965-25-000004	Patrick C. Cannon, attorney-in-fact for Jose N. Reyes, Jr.	03-OCT-2025
0001104659-25-096634	/s/ Kerry T. Wenzel, Attorney-in-Fact	03-OCT-2025
0001831958-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001104659-25-096633	/s/ Christopher J. Masterson	03-OCT-2025
0001087294-25-000006	Kenneth J. Krogulski by /s/ John Hamm as attorney-in-fact	03-OCT-2025
0001561550-25-000293	/s/ Kerry Acocella, Attorney-in-Fact	03-OCT-2025
0001061272-25-000003	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001683429-25-000002	/s/ Cynthia A. Nastanski, Attorney-in-Fact	03-OCT-2025
0001561550-25-000292	/s/ Kerry Acocella, Attorney-in-Fact	03-OCT-2025
0001619678-25-000002	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0001213900-25-096057	/s/ Steven Airhart	03-OCT-2025
0001213900-25-096055	/s/ Jesse Sloane	03-OCT-2025
0001213900-25-096056	/s/ Leslie Goldman Tepper	03-OCT-2025
0001213900-25-096054	/s/ Rodney Baltzer	03-OCT-2025
0001213900-25-096053	/s/ Christopher Parker	03-OCT-2025
0001193125-25-230056	/s/ Alex Kogan, by power of attorney	03-OCT-2025
0000316011-25-000021	/s/ Diane M. Stenson, Vice President & Treasurer, on behalf of Lilly Endowment Inc.	03-OCT-2025
0001193125-25-230055	Prabha S. Bhandari, Attorney-in-fact	03-OCT-2025
0001193125-25-230054	Prabha S. Bhandari, Attorney-in-fact	03-OCT-2025
0001437749-25-030471	/s/ Joe L. Williams	03-OCT-2025
0001650361-25-000004	/s/ Elizabeth S. Campbell, attorney-in-fact for Pawan Verma	03-OCT-2025
0001437749-25-030470	/s/ Max Reichenthal	03-OCT-2025
0001437749-25-030469	/s/ Sandra K. Scott	03-OCT-2025
0001437749-25-030468	/s/ Sharon L. Taylor	03-OCT-2025
0001437749-25-030467	/s/ Tim Stevenson	03-OCT-2025
0000042582-25-000010	/s/ Daniel T Young, signing as an attorney-in-fact and agent duly authorized to execute this Form 4 on behalf of Jason J. Winkler pursuant to a Power of Attorney dated 5/13/25, a copy of which has been previously filed with the SEC.	03-OCT-2025
0001721965-25-000003	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0000043920-25-000065	/s/ Leonard Dennis Hoffman Jr.	03-OCT-2025
0001669531-25-000003	/s/ Connor J. Egan, as attorney-in-fact	03-OCT-2025
0000042582-25-000007	/s/ Daniel T Young, signing as an attorney-in-fact and agent duly authorized to execute this Form 4 on behalf of Norma Clayton pursuant to a Power of Attorney dated 11/28/22, a copy of which has been previously filed with the SEC.	03-OCT-2025
0001753926-25-001592	/s/ Daniel de Boer, CEO	03-OCT-2025
0001036437-25-000003	/s/ Ronald Brown	02-OCT-2025
0001753926-25-001590	/s/ Daniel de Boer, CEO	03-OCT-2025
0000919574-25-005960	Sun Valley Gold LLC, By: Peter F. Palmedo, /s/ Peter F. Palmedo	03-OCT-2025
0001753926-25-001588	/s/ Daniel de Boer, CEO	03-OCT-2025
0001855767-25-000014	/s/ Brad Brubaker, Attorney-in-Fact	03-OCT-2025
0001753926-25-001586	/s/ Daniel de Boer, CEO	03-OCT-2025
0001814042-25-000003	/s/ Jameson P. Brown	02-OCT-2025
0001978840-25-000003	/s/Wayne O. Manuel	03-OCT-2025
0000921895-25-002688	/s/ Travis W. Cocke	03-OCT-2025
0000921895-25-002688	Voss Advisors GP, LLC; By: /s/ Travis W. Cocke, Managing Member	03-OCT-2025
0000921895-25-002688	Voss Capital, LP; By: /s/ Travis W. Cocke, Managing Member	03-OCT-2025
0000921895-25-002688	Voss Value Master Fund, LP; By: Voss Advisors GP, LLC; By: /s/ Travis W. Cocke, Managing Member	03-OCT-2025
0000921895-25-002688	Voss Value-Oriented Special Situations Fund, LP; By: Voss Advisors GP, LLC; By: /s/ Travis W. Cocke, Managing Member	03-OCT-2025
0001419536-25-000087	/s/ Michael Breckheimer, by Gerrie Lenn Boonstra as Attorney in Fact	03-OCT-2025
0001743907-25-000050	/s/ Rose Neale, attorney-in-fact for Daniel Torque Zubeck	02-OCT-2025
0001493152-25-016818	/s/ JAKOTA CAPITAL AG, By: Jolanta Kluzowska, Director	03-OCT-2025
0001493152-25-016818	/s/ Ricardo Oliveira	03-OCT-2025
0001243572-25-000005	/s/ Kevin Sipes	03-OCT-2025
0000746515-25-000029	Diane Heffner, Stock Plan Administrator, attorney-in-fact	03-OCT-2025
0000746515-25-000027	Diane Heffner, Stock Plan Administrator, attorney-in-fact	03-OCT-2025
0000070858-25-000374	/s/ Andres Ortiz, Authorized Signatory for Bank of America N.A	03-OCT-2025
0000070858-25-000374	/s/ Andres Ortiz, Authorized Signatory for BofA Securities, Inc.	03-OCT-2025
0000070858-25-000374	/s/ Andres Ortiz, Authorized Signatory for Bank of America Corporation	03-OCT-2025
0001802156-25-000020	/s/ John Meloun, as Attorney-in-Fact for Rachel Lee	02-OCT-2025
0001802156-25-000018	/s/ John Meloun, as Attorney-in-Fact for Mark Grabowski	02-OCT-2025
0001628280-25-043972	/s/ Anthony D. Thomopoulos	02-OCT-2025
0001498547-25-000077	/s/ Laura Eichelsderfer, as Attorney-in-fact	01-OCT-2025
0001498547-25-000076	/s/ Laura Eichelsderfer, as Attorney-in-fact	01-OCT-2025
0001498547-25-000075	/s/ Laura Eichelsderfer, as Attorney-in-fact	01-OCT-2025
0000070858-25-000373	/s/ Andres Ortiz, Authorized Signatory for BofA Securities, Inc.	03-OCT-2025
0000070858-25-000373	/s/ Andres Ortiz, Authorized Signatory for Bank of America N.A.	03-OCT-2025
0000070858-25-000373	/s/ Andres Ortiz, Authorized Signatory for Bank of America Corporation	03-OCT-2025
0000905729-25-000166	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000165	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000164	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000163	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000162	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0002089350-25-000003	/s/ Adam Shaikh, Attorney-in-Fact	03-OCT-2025
0000905729-25-000161	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000160	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0001279261-25-000005	/s/ Logan Pichel	03-OCT-2025
0001802156-25-000014	/s/ John Meloun, as Attorney-in-Fact for Tseli Lily Yang	02-OCT-2025
0000905729-25-000159	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0002089872-25-000005	/s/ Stephnaie Lynn Liebl	03-OCT-2025
0000905729-25-000158	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0001480405-25-000005	/s/ Kevin Sipes, Attorney-in-Fact	03-OCT-2025
0000905729-25-000157	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000156	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000155	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0000905729-25-000154	/s/ Christian D. Rhoades, by Power of Attorney	03-OCT-2025
0001802156-25-000010	/s/ John P Meloun, as Attorney-in-Fact for Bruce N. Haase	02-OCT-2025
0001437749-25-030446	/s/ David Phipps	02-OCT-2025
0001437749-25-030444	/s/ Josephine Man	03-OCT-2025
0001116354-25-000016	/s/ Gerard van Kesteren	03-OCT-2025
0001437749-25-030441	/s/ LAUREN STURGES FERNANDEZ	03-OCT-2025
0001493152-25-016804	SUSAN SCOTT HEYNEMAN TRUST, SUSAN HEYNEMAN & FIRST INTERSTATE WEALTH MANAGEMENT CO-TRUSTEES, By: /s/ Timothy Leuthold, Attomey-in-Fact for Reporting Person	03-OCT-2025
0001034413-25-000004	/s/ Richard Ferrari	02-OCT-2025
0001068029-25-000003	/s/ Christopher J. Schaber	03-OCT-2025
0001193125-25-229691	/s/ Eric Singer	03-OCT-2025
0001116354-25-000015	/s/ Karen Miller Ryan	03-OCT-2025
0001397536-25-000007	Amy T. Garraty for David S. Runk, 9-22-25, Attorney in Fact	03-OCT-2025
0001116354-25-000014	/s/ John J. Gonzalez II	03-OCT-2025
0000912282-25-001028	/s/ David Sirolly as attorney-in-fact for Julie Hill	03-OCT-2025
0000943819-25-000084	/s/ Mike J. Rider, attorney-in-fact for Mr. Sandercock	02-OCT-2025
0000912282-25-001026	/s/ David Sirolly as attorney-in-fact for Jonathan P. May	03-OCT-2025
0000912282-25-001024	/s/ David Sirolly as attorney-in-fact for Jeff Clark	03-OCT-2025
0001743907-25-000049	/s/ Rose Neale, attorney-in-fact for Wendy Schoppert	03-OCT-2025
0002089133-25-000004	/s/ Amy T. Garraty for Christian C. Trate, 9-25-2025, Attorney-in-Fact	03-OCT-2025
0001654954-25-011433	/s/ Michael A McManus Jr.	02-OCT-2025
0001493152-25-016798	/s/ Leon Hurst	03-OCT-2025
0001193125-25-229636	/s/ Sandra L. Whitney, attorney-in-fact for David A. Whiteley	03-OCT-2025
0001270068-25-000004	/s/ George de Urioste	02-OCT-2025
0001193125-25-229630	/s/ Sandra L. Whitney, attorney-in-fact for Justine Vogel	03-OCT-2025
0001116354-25-000013	/s/ Gregory J. Melsen	03-OCT-2025
0001225208-25-008423	Stacy Standridge, as Attorney-in-fact	03-OCT-2025
0001193125-25-229598	/s/ Sandra L. Whitney, attorney-in-fact for Jane Lewis-Raymond	03-OCT-2025
0001193125-25-229590	Scott Szwejbka by J. Feng, POA	03-OCT-2025
0001225208-25-008422	Stacy Standridge, as Attorney-in-fact	03-OCT-2025
0001433660-25-000059	/s/ James C. Pelletier, attorney-in-fact	03-OCT-2025
0001193125-25-229584	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0001193125-25-229581	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0001193125-25-229579	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0001193125-25-229570	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0001193125-25-229569	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0000029644-25-000117	Amy C. Becker, Attorney-in-Fact for Bradley J. Pogalz	03-OCT-2025
0000029644-25-000115	/s/ Amy C. Becker, Attorney-in-fact for Richard B. Lewis	03-OCT-2025
0001193125-25-229564	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0000029644-25-000113	Amy C. Becker, Attorney-in-Fact for Bart Driesen	03-OCT-2025
0001193125-25-229560	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001193125-25-229559	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0000029644-25-000111	/s/ Amy C. Becker, Attorney-in-Fact for Darcy J. DeVincke	03-OCT-2025
0000029644-25-000110	Amy C. Becker, Attorney-in-Fact for Guillermo Briseno	03-OCT-2025
0000029644-25-000108	Amy C. Becker, Attorney-in-Fact for Andrew J. Cebulla	03-OCT-2025
0001976685-25-000042	Arash Ghodoosi	03-OCT-2025
0001193125-25-229555	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0000029644-25-000106	Amy C. Becker, Attorney-in-fact for Tod E. Carpenter	03-OCT-2025
0001193125-25-229553	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0000029644-25-000104	Amy C. Becker	03-OCT-2025
0001193125-25-229551	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001193125-25-229549	Rebecca L. Dees, by Power of Attorney	03-OCT-2025
0001193125-25-229548	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001193125-25-229542	/s/ Natalie Gassiott, attorney-in-fact for Tom E. Purvis	03-OCT-2025
0001193125-25-229541	/s/ Natalie Gassiott, attorney-in-fact for Edward Drilling	03-OCT-2025
0001193125-25-229538	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001193125-25-229537	/s/ Natalie Gassiott, attorney-in-fact for William E. Clark, II	03-OCT-2025
0001193125-25-229535	/s/ Sandra L. Whitney, attorney-in-fact for Katherine Kountze	03-OCT-2025
0001193125-25-229534	/s/ Natalie Gassiott, attorney-in-fact for Eugene Hunt	03-OCT-2025
0001193125-25-229530	/s/ Natalie Gassiott, attorney-in-fact for Julie L. Stackhouse	03-OCT-2025
0001193125-25-229526	/s/ Natalie Gassiott, attorney-in-fact for Marty Casteel	03-OCT-2025
0001193125-25-229525	/s/ Natalie Gassiott, attorney-in-fact for Jerry Hunter	03-OCT-2025
0001193125-25-229522	/s/ Sandra L. Whitney, attorney-in-fact for Michael B. Green	03-OCT-2025
0001193125-25-229521	/s/ Natalie Gassiott, attorney-in-fact for Susan S. Lanigan	03-OCT-2025
0001193125-25-229519	/s/ Natalie Gassiott, attorney-in-fact for Malynda K. West	03-OCT-2025
0001062993-25-015918	/s/ Brian Baker	03-OCT-2025
0001193125-25-229517	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001193125-25-229515	/s/ Natalie Gassiott, attorney-in-fact for Russell William Teubner	03-OCT-2025
0001193125-25-229513	/s/ Natalie Gassiott, attorney-in-fact for Robert L. Shoptaw	03-OCT-2025
0001437749-25-030431	/s/ Thomas Patrick Furcron by Timothy J. Mulvaney, POA dated 06/02/2025	03-OCT-2025
0001193125-25-229508	/s/ Sandra L. Whitney, attorney-in-fact for Suzanne Foster	03-OCT-2025
0001193125-25-229506	/s/ Natalie Gassiott, attorney-in-fact for Steven A. Cosse	03-OCT-2025
0000079879-25-000294	/s/ Greg E. Gordon, Attorney-in-Fact for Guillermo Novo	03-OCT-2025
0001437749-25-030430	/s/ Christen Brooke Miles	03-OCT-2025
0000079879-25-000293	/s/ Greg E. Gordon, Attorney-in-Fact for Kathy Lynn Fortmann	03-OCT-2025
0001437749-25-030428	/s/ Lawrence T. Oliver	03-OCT-2025
0001193125-25-229502	/s/ Natalie Gassiott, attorney-in-fact for Mark C. Doramus	03-OCT-2025
0001116354-25-000012	/s/ Gregory B. Graves	03-OCT-2025
0001437749-25-030427	/s/ John B. Williamson, III by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001144925-25-000004	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001437749-25-030426	/s/ Elizabeth A. McClanahan by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001193125-25-229499	/s/ Sandra L. Whitney, attorney-in-fact for Mark H. Collin	03-OCT-2025
0001745407-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001437749-25-030425	/s/ Thomas J. Crawford by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001437749-25-030424	/s/ Abney S. Boxley, III by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001471286-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001237699-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001437749-25-030423	/s/ Jacqueline L. Archer by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001437749-25-030422	/s/ Nancy H. Agee by Timothy J. Mulvaney, POA dated 02/05/2024	03-OCT-2025
0001657299-25-000006	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001193125-25-229493	/s/ Sandra L. Whitney, attorney-in-fact for Winfield S. Brown	03-OCT-2025
0001207858-25-000004	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001238418-25-000008	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001786783-25-000006	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001217174-25-000004	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001281076-25-000004	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001464681-25-000004	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001193125-25-229488	/s/ Sandra L. Whitney, attorney-in-fact for Neveen F. Awad	03-OCT-2025
0001314626-25-000007	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001763574-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001193125-25-229485	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001786815-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001193125-25-229479	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0001774947-25-000007	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0001193125-25-229474	/s/ Sandra L. Whitney, attorney-in-fact for Anne L. Alonzo	03-OCT-2025
0001548685-25-000003	/s/ Rachael R. Lape, Attorney-in-Fact	03-OCT-2025
0000891014-25-000146	TIMOTHY JORDAN FOR CAROLYN PITTMAN	03-OCT-2025
0000700565-25-000050	/s/ Matthew K. Smith, attorney-in-fact for Mr. Cook	03-OCT-2025
0000891014-25-000145	TIMOTHY JORDAN FOR FRANKLIN FEDER	03-OCT-2025
0000700565-25-000049	/s/ Matthew K. Smith, attorney-in-fact for Ms. Westerhold	03-OCT-2025
0002033915-25-000004	/s/ Jamie P. Hopkins by Charles K. Mosher, Attorney-in-Fact	03-OCT-2025
0000700565-25-000048	/s/ Matthew K. Smith, attorney-in-fact for Mr. Horn	03-OCT-2025
0000700565-25-000047	/s/ Matthew K. Smith, attorney-in-fact for Mr. Zimmer	03-OCT-2025
0000700565-25-000046	/s/ Matthew K. Smith, attorney-in-fact for Mr. McCurry	03-OCT-2025
0001356114-25-000007	/s/ Marc D. Rome, Attorney-in-Fact	03-OCT-2025
0000700565-25-000045	/s/ Matthew K. Smith, attorney-in-fact for Mr. McRae	03-OCT-2025
0001193125-25-229460	Marie Reyes-Rodriguez, Attorney-in-fact	03-OCT-2025
0000007789-25-000159	/s/ Lynn M. Floeter, by POA from Jayne C. Hladio	03-OCT-2025
0001437749-25-030420	/s/ Jay Kesslen, attorney-in-fact	03-OCT-2025
0001437749-25-030419	/s/ Jay Kesslen, attorney-in-fact	03-OCT-2025
0001743907-25-000048	/s/ Rose Neale, attorney-in-fact for Wendy Schoppert	02-OCT-2025
0001949798-25-000004	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0002086968-25-000005	Rhonda M. Morris, Attny-in-fact	03-OCT-2025
0001323684-25-000007	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0001663176-25-000007	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0002082728-25-000005	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0001413614-25-000008	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0001668461-25-000005	/s/ Luke E. Alverson	03-OCT-2025
0002017190-25-000003	/s/Luke E. Alverson, Attorney in Fact	03-OCT-2025
0002086968-25-000004	Rhonda M. Morris, Attny-in-fact	03-OCT-2025
0001289848-25-000226	/s/ Hope Katz, Attorney-in-fact for James H. Roth	03-OCT-2025
0001488085-25-000004	/s/Rebecca A. Klein	03-OCT-2025
0001225208-25-008417	Maria Allen, Power of Attorney	03-OCT-2025
